"cell_id_3km","survey_id","Landscape","source","cams_included_count","year","Avg_altitude_3km","Avg_human_footprint_3km","Avg_FLLI_3km","Avg_OP_percent_3km","Avg_human_population_3km","Avg_hunting_accessibility_3km","Avg_nighttime_Lights_3km","Avg_protected_areas_3km","Avg_degraded_percent_3km","Avg_forest_percent_3km","Avg_forest_cover_3km","Avg_ecoregion_intactness_3km"
"Laos_NNTPA_671_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",19,"2007",803.972534179688,2,9.47970977917981,0,4.01911115646362,4101.36213684082,0.2401951196855,100,0,100,75.7713165283203,378.217391304348
"Laos_NNTPA_137_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",831.662475585938,5.93103448275862,8.477,0,22.6731564658029,38454.6177275687,0.306323951644491,88.2882882882883,3.58565737051793,96.4143426294821,72.6055221557617,128.086956521739
"Laos_NNTPA_135_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",1072.99340820312,5.13333333333333,8.01921935483871,0,0.955440619896198,6832.16451263428,0.257129506969994,28.9473684210526,7.15705765407555,92.8429423459244,74.6665420532227,148.47619047619
"Laos_NNTPA_190_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",1203.19580078125,3.53571428571429,9.10133015873016,0,3.83880028901277,5058.48262023926,0.251114967744797,64.6017699115044,0.796812749003984,99.203187250996,76.1455917358398,191.608695652174
"Laos_NNTPA_191_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",948.993103027344,6.36666666666667,8.58191666666667,0,19.7060091972351,27621.2437672335,0.285275084295667,77.6785714285714,4.75247524752475,95.2475247524753,74.0018997192383,110.333333333333
"Laos_NNTPA_79_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",826.671020507812,3.68965517241379,6.5835197368421,0,0,7244.37721946023,0.264656084007584,0,20.9163346613546,79.0836653386454,72.5148544311523,190
"Laos_NNTPA_25_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",737.055541992188,7.03448275862069,5.52291379310345,0,6.03901797327502,30073.4139022827,0.274893942475319,18.9655172413793,47.7227722772277,52.2772277227723,62.0717086791992,119.875
"Laos_NNTPA_220_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",834.9580078125,7.43333333333333,8.57956369426751,0,21.5055494966178,37415.8345614347,0.370527244088325,63.716814159292,0,100,71.4886322021484,85.6666666666667
"Laos_NNTPA_245_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",1194.59130859375,3.13793103448276,9.4969644012945,0,5.08264587665426,5376.28032684326,0.248061138709993,92.0353982300885,0.796812749003984,99.203187250996,76.0959396362305,212.227272727273
"Laos_NNTPA_136_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",2,"2007",866.210540771484,7.05357142857143,7.87567022040239,0,4.85236907825268,33788.9455108643,0.274961342853039,63.4782608695652,13.958934720201,86.041065279799,71.4283103942871,99.8446969696969
"Laos_NNTPA_162_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",1123.07287597656,3.57142857142857,8.0689,0,0,4961.71110534668,0.256733788120927,26.5486725663717,1.8,98.2,75.427604675293,180.291666666667
"Laos_NNTPA_246_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",2,"2007",1097.29797363282,4.48275862068965,9.40423222979552,0,44.2032790184021,7522.62047230113,0.269373926971845,96.9565217391305,0,100,76.7078247070312,144.889423076923
"Laos_NNTPA_302_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",882.336303710938,5.07142857142857,9.32847151898734,0,40.1301734858546,11875.9609079072,0.301046012561451,68.695652173913,0,100,72.7535934448242,124.416666666667
"Laos_NNTPA_244_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",1002.68426513672,3,8.75898402555911,0,0,6276.41299715909,0.247208620708688,63.963963963964,4.59081836327345,95.4091816367266,74.1454086303711,232.916666666667
"Laos_NNTPA_192_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",831.481079101562,7,8.54050318471338,0,21.1370282666437,36901.6413955688,0.361567577375815,84.6846846846847,0.397614314115308,99.6023856858847,73.1098327636719,98.5833333333333
"Laos_NNTPA_52_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",789.7177734375,5.31034482758621,5.90834013605442,0,0.753363971052499,18308.8227539062,0.274575325194746,2.58620689655172,35.4581673306773,64.5418326693227,66.131706237793,148.869565217391
"Laos_NNTPA_330_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",787.07470703125,6.21428571428571,9.15408626198083,0,19.091171162469,14971.5544577206,0.322693518842712,51.3513513513513,0,100,71.9246292114258,108.375
"Laos_NNTPA_272_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",1049.53820800781,3,9.39560952380952,0,0,6038.12291370739,0.244963845656824,97.3913043478261,0.809716599190283,99.1902834008097,75.1262283325195,228.28
"Laos_NNTPA_80_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",922.969543457031,6.10344827586207,6.85179478827362,0,0.780269827161516,17227.7322463989,0.261200196458958,14.2857142857143,22.4899598393574,77.5100401606426,70.1143341064453,136.833333333333
"Laos_NNTPA_274_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",989.368713378906,5.5,9.31373899371069,0,46.267477773851,12926.262588501,0.285665002601747,93.9655172413793,0,100,75.10693359375,124.619047619048
"Laos_NNTPA_81_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",763.223815917969,6.62068965517241,7.46090967741936,0,4.69126401628767,37734.4620895386,0.280819214307345,70.6896551724138,21.6,78.4,68.7933883666992,114.583333333333
"Laos_NNTPA_108_2007_a","Nakai_Nam_Theun_PA_2007_a_Saypanya","Laos_Nakai_Nam_Theun_PA","Saypanya",1,"2007",768.047729492188,7.03333333333333,7.04332903225806,0,3.22112001221755,39422.013782848,0.263080390256185,53.5714285714286,28.4860557768924,71.5139442231076,67.7610855102539,102.541666666667
